page_id,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,dc/marvel
268612,Boss Bishonen (New Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2.0,"2009, October",2009.0,dc
435173,Bobo (Chimpanzee) (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,8.0,Sep-04,2004.0,marvel
128820,Helen Belcanto (New Earth),,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2.0,"1996, July",1996.0,dc
248999,Sandy Stalmaster (Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,2.0,Mar-86,1986.0,marvel
691934,Disha Khan (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,7.0,,,marvel
253428,Merd (New Earth),Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,3.0,"1992, February",1992.0,dc
680926,Sentinel T (Earth-616),Secret Identity,Bad Characters,,,,,Deceased Characters,2.0,Dec-65,1965.0,marvel
5439,Samuel John LaRoquette (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,28.0,Mar-86,1986.0,marvel
16400,Delphos (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Aug-00,2000.0,marvel
184596,Death Masque (New Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,15.0,"1994, July",1994.0,dc
234046,Francisco Gracia (New Earth),Public Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,7.0,"2009, November",2009.0,dc
69913,Ginger Beach (Earth-616),Public Identity,Good Characters,,Auburn Hair,Female Characters,,Living Characters,19.0,Sep-91,1991.0,marvel
432548,Sandra Murphy (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,1.0,Mar-11,2011.0,marvel
344871,Faruka (New Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,6.0,"1989, July",1989.0,dc
674817,Kronus (Wilkins) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,,Jun-70,1970.0,marvel
183684,King of Hearts I (New Earth),,Bad Characters,,,Male Characters,,Living Characters,1.0,"2002, February",2002.0,dc
188882,Nicole Morrison (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,"2010, November",2010.0,dc
1553,Zzzax (Earth-616),Public Identity,Bad Characters,,No Hair,,,Living Characters,32.0,Aug-73,1973.0,marvel
128549,Montgomery Moran (New Earth),,Bad Characters,,White Hair,Male Characters,,Living Characters,3.0,"1958, September",1958.0,dc
3646,Savitar (New Earth),Secret Identity,Bad Characters,Black Eyes,Blue Hair,Male Characters,,Deceased Characters,11.0,"1995, December",1995.0,dc
652849,Principal Philbin (Earth-616),,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,7.0,Apr-13,2013.0,marvel
10807,K. Russell Abernathy (New Earth),Public Identity,Bad Characters,Black Eyes,Green Hair,Male Characters,,Living Characters,11.0,"2006, May",2006.0,dc
100180,Lyrissa Mallor (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,28.0,"1989, February",1989.0,dc
564972,Orpheus (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Jul-08,2008.0,marvel
288867,Banara (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,2.0,Aug-07,2007.0,marvel
742509,Stone Colossus (Earth-616),Public Identity,Neutral Characters,Red Eyes,,Male Characters,,Living Characters,1.0,Jul-11,2011.0,marvel
344896,Rashira (New Earth),,Bad Characters,,,Female Characters,,Deceased Characters,2.0,"1991, October",1991.0,dc
113460,Dex-Starr (New Earth),Public Identity,Bad Characters,Yellow Eyes,Blue Hair,Male Characters,,Living Characters,35.0,"2008, December",2008.0,dc
535596,Stephanie Gerard (Earth-616),,Bad Characters,Blue Eyes,,Female Characters,,Deceased Characters,7.0,Oct-11,2011.0,marvel
291843,Hans Rooten (Earth-616),,Good Characters,,,Male Characters,,Living Characters,9.0,Feb-65,1965.0,marvel
16894,Scarlett McKenzie (Earth-616),,,,Red Hair,Female Characters,,Living Characters,6.0,,,marvel
344300,Camille Sly (New Earth),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,6.0,"1993, April",1993.0,dc
298158,Barker (Dog) (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Jun-01,2001.0,marvel
601995,Captain Rocke (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,Apr-53,1953.0,marvel
270868,Jock Verner (New Earth),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,17.0,"1984, July",1984.0,dc
15307,George Smith (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22.0,Nov-69,1969.0,marvel
45691,Victor Barlow (Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,2.0,Dec-89,1989.0,marvel
93715,Richard Easton (Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Aug-83,1983.0,marvel
289074,Nautak (Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1.0,Feb-93,1993.0,marvel
242500,Hanna Levy (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,9.0,Aug-04,2004.0,marvel
524128,Vera Vidal (Earth-616),Secret Identity,,Green Eyes,White Hair,Female Characters,,Living Characters,3.0,Nov-07,2007.0,marvel
73917,Marla Elliot (New Earth),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,9.0,"2008, September",2008.0,dc
1466,Ra's al Ghul (New Earth),Secret Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,,"1971, June",1971.0,dc
16418,Epsilon Red (Earth-616),,,,Blond Hair,Male Characters,,Living Characters,2.0,Apr-93,1993.0,marvel
664012,Chilovkyev Machina (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,1.0,Apr-90,1990.0,marvel
750307,Martin Leigh (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,7.0,Mar-04,2004.0,marvel
705751,Paulo (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Apr-86,1986.0,marvel
629866,Nino Cortese (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2.0,Feb-92,1992.0,marvel
213194,A'monn A'mokk (New Earth),Public Identity,Bad Characters,Orange Eyes,,Male Characters,,Deceased Characters,,"2005, August",2005.0,dc
20890,Cole Parker (New Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,6.0,"2002, January",2002.0,dc
12979,Blood Brothers (Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,48.0,Feb-73,1973.0,marvel
41116,Justin Alphonse Gamble (Earth-616),,Good Characters,,Red Hair,Male Characters,,Living Characters,3.0,Mar-82,1982.0,marvel
19299,Hulk (Wrestler) (Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,,Mar-90,1990.0,marvel
32606,Vlon (Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Living Characters,4.0,Sep-89,1989.0,marvel
572812,Phantom of Massacre Gulch (Tully) (Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,1.0,Mar-51,1951.0,marvel
43227,Larvox (New Earth),Public Identity,Good Characters,Black Eyes,Orange Hair,Genderless Characters,,Living Characters,36.0,"1961, December",1961.0,dc
729749,Adur (Earth-616),No Dual Identity,Bad Characters,Purple Eyes,Bald,Male Characters,,Living Characters,4.0,,,marvel
669208,Clay Quartermain (Heroes Reborn) (Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,1.0,Oct-97,1997.0,marvel
625289,Caroline le Fay (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Grey Hair,Female Characters,,Living Characters,10.0,Apr-13,2013.0,marvel
489658,Kathy Stewart (Earth-616),,,Blue Eyes,Red Hair,Female Characters,,Living Characters,1.0,Nov-72,1972.0,marvel
184449,Gorgon (Heroes Reborn) (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,6.0,Jun-97,1997.0,marvel
27948,Manuel Castillo (New Earth),,,,Black Hair,Male Characters,,Living Characters,2.0,"1989, June",1989.0,dc
35921,Oberon (Earth-616),,Neutral Characters,Gold Eyes,Black Hair,Male Characters,,Living Characters,6.0,Jan-07,2007.0,marvel
84494,Gloria Pemberton (New Earth),,Neutral Characters,,Red Hair,Female Characters,,Living Characters,7.0,"1941, October",1941.0,dc
46751,Banshee (Phantom Rider's Horse) (Earth-616),,,White Eyes,White Hair,Male Characters,,Deceased Characters,,Feb-67,1967.0,marvel
39461,Roger Cooper (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,27.0,Oct-76,1976.0,marvel
708697,Travis Berkeley (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Nov-94,1994.0,marvel
164881,S'ivaa (New Earth),,Bad Characters,,,Male Characters,,Living Characters,,"1996, July",1996.0,dc
14006,Kon-El (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,560.0,"1993, June",1993.0,dc
495329,Coral (Microverse) (Earth-616),,,,,,,Living Characters,5.0,Jun-81,1981.0,marvel
248904,Dennis Hoxie (Earth-616),,,,Blond Hair,Male Characters,,Living Characters,1.0,Sep-06,2006.0,marvel
8739,Ramulus (New Earth),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,7.0,"1942, June",1942.0,dc
500665,Mistress of Death (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Deceased Characters,1.0,Aug-44,1944.0,marvel
394016,Neron-Alak (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2.0,Feb-71,1971.0,marvel
27037,Ceranda (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,2.0,Mar-99,1999.0,marvel
477961,Johan Schumann (Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Dec-04,2004.0,marvel
210225,Big Don Drummond (New Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,"2009, August",2009.0,dc
17990,Doctor Mime (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1.0,Apr-00,2000.0,marvel
168630,Malice (Ghost Rider Foe) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Aug-77,1977.0,marvel
335358,Girth (Lilin) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Dec-93,1993.0,marvel
177143,Edward Ferbel (Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6.0,Sep-81,1981.0,marvel
4855,Alexander Pierce (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53.0,Aug-88,1988.0,marvel
116303,Brandy Ash (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,11.0,Oct-89,1989.0,marvel
19505,Tim Harrison (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Jan-84,1984.0,marvel
424988,Infinity T.A.P. (Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Apr-07,2007.0,marvel
18326,Carl Delandan (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2.0,Jul-80,1980.0,marvel
198902,Roo (New Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,2.0,"1999, July",1999.0,dc
19044,Gernsback (New Earth),,Good Characters,,,Male Characters,,Living Characters,11.0,,,dc
635467,Warzone (Mercenary) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Mar-94,1994.0,marvel
131191,Simon Trask (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,15.0,Nov-95,1995.0,marvel
164211,Artin (New Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,16.0,"1985, June",1985.0,dc
439498,"Joseph Danvers, Sr. (Earth-616)",,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5.0,Jan-78,1978.0,marvel
282336,Blackjack Jorgis (New Earth),,Bad Characters,,,Male Characters,,Deceased Characters,1.0,"1974, June",1974.0,dc
680881,Sentinel 1 (Earth-616),Public Identity,Bad Characters,,,,,Living Characters,3.0,Nov-65,1965.0,marvel
105981,Shell (Shadowforce Alpha) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Jun-95,1995.0,marvel
699012,Slips (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,1.0,,,marvel
87522,Nightfall (New Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,16.0,"1985, January",1985.0,dc
74198,Imei Chang (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,21.0,Aug-88,1988.0,marvel
3618,Jerry McGee (New Earth),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,25.0,"1987, October",1987.0,dc
556977,Lorenzo Spencer (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2.0,Oct-85,1985.0,marvel
86870,Joshua Jackam (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,6.0,"2001, March",2001.0,dc
30250,Miss Locke (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,39.0,Jan-78,1978.0,marvel
555288,Tanya (Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Living Characters,2.0,Sep-04,2004.0,marvel
633138,James (trapeze artist) (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,5.0,Apr-74,1974.0,marvel
204532,Curse (New Earth),,Bad Characters,,,Male Characters,,Living Characters,5.0,"2003, October",2003.0,dc
434741,Sinister Six (Skrull) (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,3.0,Oct-08,2008.0,marvel
10025,Brains (New Earth),,Good Characters,,,Male Characters,,Living Characters,,"1967, April",1967.0,dc
22246,Mister Fowler (New Earth),,,,,Male Characters,,Living Characters,1.0,"1962, February",1962.0,dc
558244,Primus (Kree) (Earth-616),Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1.0,Jan-97,1997.0,marvel
7590,Seneca (New Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,8.0,"1994, April",1994.0,dc
18643,Manuel Perez (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,2.0,Dec-41,1941.0,marvel
404346,Bertram Hindel (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5.0,Jun-87,1987.0,marvel
2243,Numinus (Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,2.0,Dec-89,1989.0,marvel
503584,Baskin (Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,1.0,Jun-88,1988.0,marvel
244810,Spore (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,6.0,Feb-90,1990.0,marvel
149511,Penny Dreadful (New Earth),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Deceased Characters,13.0,"1985, August",1985.0,dc
317355,Mitchell Lane (New Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,"2009, June",2009.0,dc
607100,Emily Preston (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Bald,Agender Characters,,Living Characters,28.0,Jan-13,2013.0,marvel
439717,Fenton (Poacher) (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Apr-40,1940.0,marvel
1565,Clifford Zmeck (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,69.0,"1988, February",1988.0,dc
209861,Birthday Girl (New Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,2.0,"2010, December",2010.0,dc
672382,Virginia Romita (Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Mar-98,1998.0,marvel
495129,Biotron II (Earth-616),No Dual Identity,Good Characters,,,,,Living Characters,17.0,May-84,1984.0,marvel
1933,Charles Halstead (New Earth),,Bad Characters,,,Male Characters,,Deceased Characters,8.0,"1945, December",1945.0,dc
7098,Four-Eyes (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,11.0,"1976, July",1976.0,dc
293463,Sami Mousawi (New Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,5.0,"2011, April",2011.0,dc
415053,Ted Castle (Earth-616),,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,13.0,Apr-08,2008.0,marvel
431242,Huang (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Feb-11,2011.0,marvel
1487,Timothy Dugan (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,517.0,May-63,1963.0,marvel
461519,Pindar (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,2.0,Feb-41,1941.0,marvel
10106,Simon Utrecht (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,63.0,Dec-80,1980.0,marvel
214531,Commodore Murphy (New Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4.0,"1975, May",1975.0,dc
144257,Okonoko (New Earth),,Good Characters,Black Eyes,,Male Characters,,Living Characters,5.0,"1983, March",1983.0,dc
67353,Javelin (SHE) (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Dec-00,2000.0,marvel
424058,Hubie Packer (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Aug-90,1990.0,marvel
16972,Silkworm (The Arena) (Earth-616),Secret Identity,,,,Female Characters,,Living Characters,2.0,Feb-04,2004.0,marvel
34670,"Nick Lewis, Sr. (Earth-616)",Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,19.0,Jul-65,1965.0,marvel
12481,Golden Angel (Wrestler) (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,1.0,May-63,1963.0,marvel
